ImageNumber,ObjectNumber,Metadata_Channel,Metadata_Column,Metadata_Field,Metadata_FileLocation,Metadata_Frame,Metadata_Plane,Metadata_Row,Metadata_Series,Metadata_Time,Metadata_Well,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,Children_Bac_Count,Children_Shrink_bac_Count,Location_Center_X,Location_Center_Y,Location_Center_Z
1,117,nan,003,1,nan,0,001,001,0,001,A003,1104.0,636.0,1.0,0,0,1106.8624482216826,638.4079417226111,0
1,118,nan,003,1,nan,0,001,001,0,001,A003,1175.0,634.0,1.0,0,0,1176.1584967320262,630.8538748832866,0
1,119,nan,003,1,nan,0,001,001,0,001,A003,649.0,656.0,1.0,2,2,650.7022194039315,666.7530754597336,0
1,120,nan,003,1,nan,0,001,001,0,001,A003,202.0,646.0,1.0,3,3,204.50122379482815,644.5490050015962,0
1,121,nan,003,1,nan,0,001,001,0,001,A003,1334.0,657.0,1.0,0,0,1334.3576449912127,654.8585237258347,0
1,122,nan,003,1,nan,0,001,001,0,001,A003,1305.0,681.0,1.0,0,0,1312.600252604989,682.0520997789706,0
1,123,nan,003,1,nan,0,001,001,0,001,A003,1359.0,677.0,1.0,0,0,1352.043137254902,676.0960784313726,0
1,124,nan,003,1,nan,0,001,001,0,001,A003,1221.0,674.0,1.0,0,0,1224.5049236829148,686.9396848842935,0
1,125,nan,003,1,nan,0,001,001,0,001,A003,300.0,677.0,1.0,1,1,294.5154522613065,676.2672110552763,0
1,126,nan,003,1,nan,0,001,001,0,001,A003,871.0,678.0,1.0,2,2,870.50069143542,683.9062413570573,0
1,127,nan,003,1,nan,0,001,001,0,001,A003,381.0,677.0,1.0,0,0,381.3716593538093,680.6076984443558,0
1,128,nan,003,1,nan,0,001,001,0,001,A003,1184.0,708.0,1.0,0,0,1188.3342196768256,721.5590100224995,0
1,129,nan,003,1,nan,0,001,001,0,001,A003,762.0,704.0,1.0,1,1,758.6141803402078,711.4380550955893,0
1,130,nan,003,1,nan,0,001,001,0,001,A003,528.0,696.0,1.0,0,0,528.6408205128205,703.7423589743589,0
1,131,nan,003,1,nan,0,001,001,0,001,A003,612.0,719.0,1.0,0,0,612.6295687134503,723.437134502924,0
1,132,nan,003,1,nan,0,001,001,0,001,A003,1078.0,706.0,1.0,0,0,1075.0995429151853,703.1366175723717,0
1,133,nan,003,1,nan,0,001,001,0,001,A003,105.0,718.0,1.0,0,0,107.2230298393267,715.1338944146901,0
1,134,nan,003,1,nan,0,001,001,0,001,A003,289.0,740.0,1.0,0,0,287.9050925925926,739.7932098765432,0
1,135,nan,003,1,nan,0,001,001,0,001,A003,1137.0,737.0,1.0,0,0,1128.2105263157894,748.7703349282297,0
1,136,nan,003,1,nan,0,001,001,0,001,A003,468.0,755.0,1.0,0,0,463.7634249471459,757.246511627907,0
1,137,nan,003,1,nan,0,001,001,0,001,A003,1013.0,773.0,1.0,1,1,1006.9963080168776,772.7751845991561,0
1,138,nan,003,1,nan,0,001,001,0,001,A003,930.0,739.0,1.0,0,0,931.8033549651035,741.2933757805804,0
1,139,nan,003,1,nan,0,001,001,0,001,A003,27.0,791.0,1.0,0,0,32.017897091722595,791.1873093349603,0
1,140,nan,003,1,nan,0,001,001,0,001,A003,259.0,798.0,1.0,0,0,261.58068149816955,791.54857786539,0
1,141,nan,003,1,nan,0,001,001,0,001,A003,499.0,811.0,1.0,1,1,483.27707503032406,816.4992202391267,0
1,142,nan,003,1,nan,0,001,001,0,001,A003,813.0,805.0,1.0,1,1,789.2187806837454,803.3708827992502,0
1,143,nan,003,1,nan,0,001,001,0,001,A003,106.0,829.0,1.0,0,0,119.10760108864697,812.1740863141524,0
1,144,nan,003,1,nan,0,001,001,0,001,A003,1149.0,826.0,1.0,1,1,1139.5309115523467,824.5992779783394,0
1,145,nan,003,1,nan,0,001,001,0,001,A003,1257.0,806.0,1.0,0,0,1265.2430555555557,788.4384348290598,0
1,146,nan,003,1,nan,0,001,001,0,001,A003,190.0,814.0,1.0,0,0,189.19232275754015,817.6913435174305,0
1,147,nan,003,1,nan,0,001,001,0,001,A003,633.0,820.0,1.0,0,0,630.3747103608076,819.8040383978815,0
1,148,nan,003,1,nan,0,001,001,0,001,A003,384.0,813.0,1.0,0,0,382.35560391730144,807.7297062023939,0
1,149,nan,003,1,nan,0,001,001,0,001,A003,1329.0,818.0,1.0,0,0,1324.65744400527,815.9905577514273,0
1,150,nan,003,1,nan,0,001,001,0,001,A003,950.0,841.0,1.0,0,0,952.0711166562695,841.2767727178208,0
1,151,nan,003,1,nan,0,001,001,0,001,A003,761.0,842.0,1.0,0,0,762.0066716085989,844.8706449221646,0
1,152,nan,003,1,nan,0,001,001,0,001,A003,0.0,867.0,1.0,0,0,11.34711332858161,865.3955808980755,0
1,153,nan,003,1,nan,0,001,001,0,001,A003,308.0,875.0,1.0,0,0,309.32860296436456,871.1600441501104,0
1,154,nan,003,1,nan,0,001,001,0,001,A003,366.0,866.0,1.0,0,0,358.4778449144008,877.9612286002014,0
1,155,nan,003,1,nan,0,001,001,0,001,A003,1220.0,876.0,1.0,0,0,1209.7836739875588,886.2907198171893,0
1,156,nan,003,1,nan,0,001,001,0,001,A003,598.0,874.0,1.0,0,0,597.9522150323544,872.7623195619711,0
1,157,nan,003,1,nan,0,001,001,0,001,A003,480.0,875.0,1.0,0,0,477.4620976116303,876.1651090342679,0
1,158,nan,003,1,nan,0,001,001,0,001,A003,1301.0,884.0,1.0,0,0,1308.6155494933748,881.5379968823071,0
1,159,nan,003,1,nan,0,001,001,0,001,A003,815.0,881.0,1.0,0,0,840.2831397677213,880.6387665198238,0
1,160,nan,003,1,nan,0,001,001,0,001,A003,1045.0,859.0,1.0,0,0,1050.1513513513514,869.6201801801802,0
1,161,nan,003,1,nan,0,001,001,0,001,A003,167.0,894.0,1.0,1,1,165.24964976183804,896.3455683197908,0
1,162,nan,003,1,nan,0,001,001,0,001,A003,422.0,908.0,1.0,0,0,424.5989829277152,917.1367598982928,0
1,163,nan,003,1,nan,0,001,001,0,001,A003,693.0,897.0,1.0,0,0,690.9661738912554,894.9646705086444,0
1,164,nan,003,1,nan,0,001,001,0,001,A003,1066.0,937.0,1.0,1,1,1056.6169513797636,928.3276390713972,0
1,165,nan,003,1,nan,0,001,001,0,001,A003,724.0,936.0,1.0,0,0,728.3691743119266,934.011743119266,0
1,166,nan,003,1,nan,0,001,001,0,001,A003,476.0,965.0,1.0,0,0,473.3390269151139,963.1494133885438,0
1,167,nan,003,1,nan,0,001,001,0,001,A003,1359.0,930.0,1.0,0,0,1329.8064437984497,939.0593507751938,0
1,168,nan,003,1,nan,0,001,001,0,001,A003,775.0,947.0,1.0,0,0,771.77225950783,951.6968680089485,0
1,169,nan,003,1,nan,0,001,001,0,001,A003,901.0,958.0,1.0,1,1,901.2046572646769,957.5121351262709,0
1,170,nan,003,1,nan,0,001,001,0,001,A003,547.0,943.0,1.0,0,0,543.0308868951316,949.2031181056037,0
1,171,nan,003,1,nan,0,001,001,0,001,A003,1255.0,952.0,1.0,0,0,1253.1597103918227,954.3053662691652,0
1,172,nan,003,1,nan,0,001,001,0,001,A003,652.0,953.0,1.0,2,2,653.6675177304965,949.5436879432624,0
1,173,nan,003,1,nan,0,001,001,0,001,A003,977.0,941.0,1.0,1,1,991.1969032258064,948.228129032258,0
1,174,nan,003,1,nan,0,001,001,0,001,A003,833.0,993.0,1.0,0,0,836.8633350331463,969.7673380928098,0
1,175,nan,003,1,nan,0,001,001,0,001,A003,1187.0,984.0,1.0,0,0,1185.3796201232033,984.2890143737167,0
1,176,nan,003,1,nan,0,001,001,0,001,A003,106.0,986.0,1.0,0,0,121.20899363402411,982.9596370039279,0
1,177,nan,003,1,nan,0,001,001,0,001,A003,977.0,1022.0,1.0,0,0,968.1404178836217,1000.2217479218153,0
1,178,nan,003,1,nan,0,001,001,0,001,A003,1114.0,1023.0,1.0,0,0,1111.9379857780718,990.9872664130974,0
1,179,nan,003,1,nan,0,001,001,0,001,A003,914.0,1023.0,1.0,0,0,916.796943231441,1016.6877729257642,0
1,180,nan,003,1,nan,0,001,001,0,001,A003,0.0,1023.0,1.0,0,0,20.182235834609493,1002.3639612046962,0
1,181,nan,003,1,nan,0,001,001,0,001,A003,565.0,1023.0,1.0,0,0,563.1372930866602,1006.5433300876339,0
1,182,nan,003,1,nan,0,001,001,0,001,A003,629.0,1023.0,1.0,0,0,637.8469197261979,1007.1042314872433,0
1,183,nan,003,1,nan,0,001,001,0,001,A003,1235.0,1023.0,1.0,0,0,1224.739054290718,1015.3117338003502,0
1,184,nan,003,1,nan,0,001,001,0,001,A003,1341.0,1023.0,1.0,0,0,1330.1895117540687,1000.8839059674502,0
2,1,nan,003,10,nan,0,001,001,0,001,A003,0.0,0.0,1.0,0,0,47.2612660944206,9.163090128755364,0
2,2,nan,003,10,nan,0,001,001,0,001,A003,138.0,0.0,1.0,0,0,138.6933406412716,22.43244724582077,0
2,3,nan,003,10,nan,0,001,001,0,001,A003,676.0,0.0,1.0,1,0,672.0166935918147,29.53060491832705,0
2,4,nan,003,10,nan,0,001,001,0,001,A003,988.0,0.0,1.0,0,0,991.4384013185002,19.27606098063453,0
2,5,nan,003,10,nan,0,001,001,0,001,A003,1058.0,0.0,1.0,0,0,1053.1053016453382,35.55575868372944,0
2,6,nan,003,10,nan,0,001,001,0,001,A003,847.0,0.0,1.0,0,0,844.927732210153,25.31146087342053,0
2,7,nan,003,10,nan,0,001,001,0,001,A003,261.0,33.0,1.0,0,0,260.7509150805271,41.79813323572474,0
2,8,nan,003,10,nan,0,001,001,0,001,A003,50.0,63.0,1.0,0,0,56.83726291522582,63.46232840825736,0
2,9,nan,003,10,nan,0,001,001,0,001,A003,484.0,55.0,1.0,0,0,465.6821617535903,44.54421768707483,0
2,10,nan,003,10,nan,0,001,001,0,001,A003,783.0,63.0,1.0,0,0,780.791964406094,60.809087232034514,0
2,11,nan,003,10,nan,0,001,001,0,001,A003,322.0,67.0,1.0,2,2,327.3971774193548,80.08077116935483,0
2,12,nan,003,10,nan,0,001,001,0,001,A003,197.0,44.0,1.0,0,0,202.63379713651946,46.47287759628957,0
2,13,nan,003,10,nan,0,001,001,0,001,A003,622.0,81.0,1.0,0,0,623.4434280211844,81.62084737602311,0
2,14,nan,003,10,nan,0,001,001,0,001,A003,1164.0,85.0,1.0,0,0,1166.582259992033,85.14553180188554,0
2,15,nan,003,10,nan,0,001,001,0,001,A003,193.0,117.0,1.0,0,0,186.36768426378816,121.12868949232586,0
2,16,nan,003,10,nan,0,001,001,0,001,A003,415.0,111.0,1.0,0,0,414.5380929563967,114.70615716339243,0
2,17,nan,003,10,nan,0,001,001,0,001,A003,277.0,135.0,1.0,0,0,283.1951836375632,144.33274686606555,0
2,18,nan,003,10,nan,0,001,001,0,001,A003,675.0,125.0,1.0,0,0,677.3483066792098,130.34383819379116,0
2,19,nan,003,10,nan,0,001,001,0,001,A003,1301.0,134.0,1.0,0,0,1290.804570461278,139.4345323741007,0
2,20,nan,003,10,nan,0,001,001,0,001,A003,954.0,135.0,1.0,0,0,961.620243902439,138.36325203252034,0
2,21,nan,003,10,nan,0,001,001,0,001,A003,80.0,154.0,1.0,2,2,76.14609198094792,153.14960568439136,0
2,22,nan,003,10,nan,0,001,001,0,001,A003,1045.0,177.0,1.0,0,0,1045.8691476590636,175.91836734693877,0
2,23,nan,003,10,nan,0,001,001,0,001,A003,921.0,215.0,1.0,0,0,930.9684018634798,211.30018229694147,0
2,24,nan,003,10,nan,0,001,001,0,001,A003,1107.0,218.0,1.0,0,0,1098.3874092009685,219.59375840731772,0
2,25,nan,003,10,nan,0,001,001,0,001,A003,148.0,224.0,1.0,2,2,151.55570380253502,221.98999332888593,0
2,26,nan,003,10,nan,0,001,001,0,001,A003,425.0,238.0,1.0,1,1,419.3868660598179,240.29128738621586,0
2,27,nan,003,10,nan,0,001,001,0,001,A003,724.0,244.0,1.0,1,1,721.8270095448449,245.12700165654334,0
2,28,nan,003,10,nan,0,001,001,0,001,A003,1322.0,245.0,1.0,0,0,1308.909520594193,238.96691424713032,0
2,29,nan,003,10,nan,0,001,001,0,001,A003,229.0,239.0,1.0,1,1,231.94056805122312,239.29338368084058,0
2,30,nan,003,10,nan,0,001,001,0,001,A003,73.0,257.0,1.0,1,1,74.23094537127903,259.620652055392,0
2,31,nan,003,10,nan,0,001,001,0,001,A003,583.0,249.0,1.0,0,0,584.2242868785656,253.63333333333333,0
