ImageNumber,ObjectNumber,Metadata_Channel,Metadata_Column,Metadata_Field,Metadata_FileLocation,Metadata_Frame,Metadata_Plane,Metadata_Row,Metadata_Series,Metadata_Time,Metadata_Well,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,Children_ExtraBac_Count,Children_IntraBac_Count,Distance_Centroid_Cell,Distance_Minimum_Cell,Location_Center_X,Location_Center_Y,Location_Center_Z,Parent_Cell
3,21,nan,003,2,nan,0,001,001,0,001,A003,855.0,293.0,1.0,0,1,41.55574619441824,25.862763300045568,853.7430167597765,291.3184357541899,0,53
3,22,nan,003,2,nan,0,001,001,0,001,A003,998.0,295.0,1.0,0,1,22.867415824536117,22.951663708753642,997.9029126213592,295.49514563106794,0,57
3,23,nan,003,2,nan,0,001,001,0,001,A003,995.0,303.0,1.0,0,1,26.242839524641514,19.77725431064519,994.5301204819277,302.51807228915663,0,57
3,24,nan,003,2,nan,0,001,001,0,001,A003,872.0,304.0,1.0,0,1,65.54484239214634,11.783112443461963,873.1698113207547,305.50314465408803,0,53
3,25,nan,003,2,nan,0,001,001,0,001,A003,867.0,313.0,1.0,0,1,66.34729490075256,12.241757983284836,867.572463768116,312.5869565217391,0,53
3,26,nan,003,2,nan,0,001,001,0,001,A003,242.0,323.0,1.0,0,1,17.706089489792497,9.860765379905938,241.84285714285716,322.9,0,64
3,27,nan,003,2,nan,0,001,001,0,001,A003,1175.0,342.0,1.0,0,1,31.321454432558827,18.86769018483228,1175.136170212766,343.07234042553193,0,67
3,28,nan,003,2,nan,0,001,001,0,001,A003,448.0,351.0,1.0,0,1,7.63106308623606,24.86765069363026,449.7142857142857,351.9357142857143,0,70
3,29,nan,003,2,nan,0,001,001,0,001,A003,458.0,343.0,1.0,0,1,12.266724565009243,20.06095279544791,457.10169491525426,346.4406779661017,0,70
3,30,nan,003,2,nan,0,001,001,0,001,A003,459.0,351.0,1.0,0,1,10.428345679604154,22.405425379129785,460.06666666666666,349.85555555555555,0,70
3,31,nan,003,2,nan,0,001,001,0,001,A003,738.0,392.0,1.0,0,1,21.108563563340727,23.943134060499535,738.0,392.34615384615387,0,77
3,32,nan,003,2,nan,0,001,001,0,001,A003,1071.0,395.0,1.0,0,1,31.946938251682788,26.741127325245657,1071.34375,395.46875,0,71
3,33,nan,003,2,nan,0,001,001,0,001,A003,747.0,398.0,1.0,0,1,21.117102012328925,14.192164553803034,746.8541666666666,397.8541666666667,0,77
3,34,nan,003,2,nan,0,001,001,0,001,A003,1069.0,399.0,1.0,0,1,31.87635299957673,28.74415299432123,1069.4615384615386,398.88461538461536,0,71
3,35,nan,003,2,nan,0,001,001,0,001,A003,209.0,404.0,1.0,1,0,nan,nan,209.35135135135135,404.3243243243243,0,0
3,36,nan,003,2,nan,0,001,001,0,001,A003,1310.0,411.0,1.0,0,1,23.877040834473483,24.698178070456937,1310.0,411.0,0,72
3,37,nan,003,2,nan,0,001,001,0,001,A003,1326.0,413.0,1.0,0,1,39.93294715908819,10.965856099730654,1326.0,412.5,0,72
3,38,nan,003,2,nan,0,001,001,0,001,A003,1297.0,420.0,1.0,0,1,15.421708253694762,31.088583113419627,1297.5,420.5,0,72
3,39,nan,003,2,nan,0,001,001,0,001,A003,575.0,452.0,1.0,1,0,nan,nan,575.3389830508474,451.8813559322034,0,0
3,40,nan,003,2,nan,0,001,001,0,001,A003,733.0,498.0,1.0,0,1,85.69593643274797,8.394572797886527,733.1868852459016,498.14426229508194,0,77
3,41,nan,003,2,nan,0,001,001,0,001,A003,185.0,524.0,1.0,0,1,3.5458580934930657,35.07795496303764,184.74683544303798,524.9198312236286,0,90
3,42,nan,003,2,nan,0,001,001,0,001,A003,598.0,542.0,1.0,1,0,nan,nan,598.2320675105485,542.0590717299579,0,0
3,43,nan,003,2,nan,0,001,001,0,001,A003,425.0,563.0,1.0,0,1,25.18137056364401,3.2015621187164243,425.0,562.5,0,105
3,44,nan,003,2,nan,0,001,001,0,001,A003,690.0,603.0,1.0,0,1,10.468674570858896,17.441658500474286,690.3095238095239,601.8571428571429,0,103
3,45,nan,003,2,nan,0,001,001,0,001,A003,700.0,603.0,1.0,0,1,4.9545607090348,24.97877952817444,700.1162790697674,603.7441860465116,0,103
3,46,nan,003,2,nan,0,001,001,0,001,A003,710.0,605.0,1.0,0,1,11.703700316917576,24.002884268728117,710.0,605.3720930232558,0,103
3,47,nan,003,2,nan,0,001,001,0,001,A003,700.0,610.0,1.0,0,1,11.328527062627927,18.929795514033557,699.515625,610.09375,0,103
3,48,nan,003,2,nan,0,001,001,0,001,A003,710.0,611.0,1.0,0,1,15.108493841699397,23.23521231466422,709.2972972972973,610.9459459459459,0,103
3,49,nan,003,2,nan,0,001,001,0,001,A003,706.0,615.0,1.0,0,1,15.759867321130018,18.95660679490061,705.5882352941177,613.6470588235294,0,103
3,50,nan,003,2,nan,0,001,001,0,001,A003,574.0,642.0,1.0,1,0,nan,nan,573.9756097560976,641.8536585365854,0,0
3,51,nan,003,2,nan,0,001,001,0,001,A003,568.0,643.0,1.0,1,0,nan,nan,568.1904761904761,643.2539682539683,0,0
3,52,nan,003,2,nan,0,001,001,0,001,A003,1338.0,724.0,1.0,0,1,4.591998244267342,4.021137975727047,1337.8181818181818,724.2613636363636,0,124
3,53,nan,003,2,nan,0,001,001,0,001,A003,1334.0,731.0,1.0,0,1,8.626032904051158,0.7226781561127852,1334.4406779661017,730.457627118644,0,124
3,54,nan,003,2,nan,0,001,001,0,001,A003,1333.0,739.0,1.0,0,1,14.93612952969666,0.8296021003893328,1333.576923076923,738.5961538461538,0,124
3,55,nan,003,2,nan,0,001,001,0,001,A003,1274.0,747.0,1.0,0,1,34.44295855797264,7.592953920941578,1274.4074074074074,747.074074074074,0,122
